,기업명,제목,LABEL
5,세아메카닉스,"[증권소식] 경제학자 80% ""노동시장 유연성 확대 필요""/케이옥션, 라인 넥스트...",
6,세아메카닉스,공모주 최소청약단위 상향 움직임···한투 '20주' 이어 신한금투 '100주',
7,세아메카닉스,"[IPO워치] 스팩 인기, 공모주 시장 훈풍 올까…3월 4주 IPO 전망은",
8,세아메카닉스,"신한금투, IPO 시장 냉기 속 존재감 '두각'",
9,세아메카닉스,'LG엔솔 흥행 어디로'…따상 실종된 IPO,
0,공구우먼,"여성용 빅사이즈 전문기업 공구우먼, 3월말 코스닥 입성",
1,공구우먼,"[IPO] 공구우먼 이달 상장...""라이프스타일 선도 브랜딩 전문기업 도약""",
0,공구우먼,플러스 사이즈 여성의류 쇼핑몰 '공구우먼' 3월 코스닥 입성,
1,공구우먼,"[IPO] 공구우먼, 3월 코스닥 똑똑...""글로벌 시장서 브랜딩 전문기업으로 도약...",
2,공구우먼,"김주영 공구우먼 대표 ""성장 키워드 '확장'…브랜드·시장·사업분야 확장할 ...",
3,공구우먼,"플러스 사이즈 쇼핑몰 공구우먼, 이달 코스닥 상장",
4,공구우먼,플러스 사이즈 여성의류 쇼핑몰 '공구우먼' 3월 코스닥 입성,
5,공구우먼,[IPO 간담회] 플러스 사이즈 여성 위한 D2C 기업 '공구우먼',
6,공구우먼,"[톡톡IPO] ""1세대 플러스 사이즈 의류기업…충성도 높은 고객 다수 확보""",
7,공구우먼,증시 부진에 IPO ‘꽁꽁’…“하반기 상장 나서는 기업 늘어날 듯”,
8,공구우먼,[미리보는 증시재료] 대선 관련株 변동성↑...우크라 불확실성 지속,
9,공구우먼,'우크라 쇼크' 상장철회연기 속출…IPO 시장 '춘래불사춘',
0,비플라이소프트,수요예측 희비교차…비플라이소프트 ‘울고’ 범한퓨얼셀 ‘웃어’,
1,비플라이소프트,"'코스닥 이전 상장' 비플라이소프트, 수요예측 부진 만회할까",
2,비플라이소프트,"빅데이터 기업 비플라이소프트, 공모가 1만원 확정…10일까지 일반청약",
3,비플라이소프트,"비플라이소프트, 수요예측 경쟁률 111대 1...공모금액 50% 줄여 IPO 강행",
4,비플라이소프트,"[더벨][IPO 모니터]비플라이소프트, 공모가 1만원에 상장 '강행'",
5,비플라이소프트,"범한퓨얼셀, 일반 청약 경쟁률 710대 1...증거금 7.6조",
6,비플라이소프트,[주린이의 공모주] 수소 연료전지 vs 미디어 빅데이터 서비스 플랫폼,
7,비플라이소프트,오늘의 증시 메모[6월 10일],
8,비플라이소프트,"""IPO 걸림돌 될라""…구주매출 없애는 기업들",
0,범한퓨얼셀,"범한퓨얼셀, 수요예측 경쟁률 751대 1 기록…공모가 4만원",
1,범한퓨얼셀,[IPO워치] 이달 IPO 시장 북적…범한퓨얼셀·스팩에 쏠리는 관심,
2,범한퓨얼셀,[이번주 증시 캘린더] 범한퓨얼셀·비플라이소프트 코스닥에서 공모 앞둬,
3,범한퓨얼셀,[IPO캘린더] IPO 한파에도 도전장... 몸값 낮추고 기술력 내세우고,
4,범한퓨얼셀,"범한산업, 두산메카텍 인수로 새로운 도약 기대",
5,범한퓨얼셀,"[금일 증권업계 주요기사] ""공매도 금지 대상 공표 불명확"" 감사원, 금융위에...",
6,범한퓨얼셀,증시 반전 마중물 될까?…이달 IPO 4개월 만에 '최다' ,
7,범한퓨얼셀,"IPO 흥행 실패 청담글로벌, 상장 후 주가 65% 상승",
8,범한퓨얼셀,오늘의 증시 일정 (6월 8일),
9,범한퓨얼셀,오늘의 증시 메모[6월 8일],
0,대명에너지,[5월 공모주 일정] 대명에너지 이틀간 수요예측...청약일정·공모가·상장일은...,
1,대명에너지,"결국 '데드라인' 넘긴 현대엔지니어링 ""또 사라진 대어""…혹한기 진입하는 IP...",
0,가온칩스,소문난 잔치 그친 'IPO 슈퍼위크'... SK쉴더스·대명에너지 흥행 실패,
0,포바이포,"포바이포, 간만에 수요예측 흥행 성공…일반 청약 전략은? [김민석의 IPO브리...",
1,포바이포,"포바이포, 19~20일 청약…'메타버스 열풍' 업고 흥행 예고",
2,포바이포,"[증시캘린더]이번주(4월4주) 포바이포 공모, 미래에셋스팩1호 상장 등",
3,포바이포,[공시줍줍]공모주달력 4월 18~22일,
4,포바이포,[이번 주 IPO] 4월 셋째 주 수요예측·청약 일정,
5,포바이포,커지는 긴축·인플레이션 공포…'박스피' 계속될까,
0,범한퓨얼셀,이번 달 13개 공모주 청약 나선다…2월 이후 최다,
1,범한퓨얼셀,[공시줍줍]공모주달력 6월 6~10일,
2,범한퓨얼셀,6월 어떤 IPO 담을까…수소·차량용 반도체·AI 출격,
3,범한퓨얼셀,[이번 주 IPO] 6월 둘째 주 수요예측·청약 일정,
0,세아메카닉스,[공시줍줍]신규상장기업이력서-세아메카닉스,
1,세아메카닉스,"[IPO돋보기]세아메카닉스, IPO 찬바람에도 흥행 이유있네",
2,세아메카닉스,"경북 구미 ㈜세아메카닉스, 이달 말 코스닥 상장",
3,세아메카닉스,"[알려株5] 세아메카닉스, 다이캐스팅 적용 제품 분야 확대",
4,세아메카닉스,[종합] 세아메카닉스 공모 일정은? '청약 증권사·공모가·상장일' 알아보기,
5,세아메카닉스,"[장외시황] 세아메카닉스, 16일까지 공모청약 진행…루닛 5주 최저가 기록",
6,세아메카닉스,[3월 공모주] 세아메카닉스 15~16일 공모주 청약...공모가·수요예측 경쟁률은...,
7,세아메카닉스,"[N2 증시 풍향계] 국제유가 하락, 정유株도↓·세아메카닉스 공모가 '4400원'...",
8,세아메카닉스,오늘의 증시 메모[3월 16일],
9,세아메카닉스,"찬 바람 부는 공모주시장…기관, 공모가 책정 '깐깐'",
0,세아메카닉스,"세아메카닉스, 공모가 4400원 확정…경쟁률 1812대 1",
1,세아메카닉스,"""세아메카닉스, 공모가 확정됐어요""..15일부터 시작, 경쟁률은?",
2,세아메카닉스,"세아메카닉스, IPO 수요예측 높은 경쟁율 1812.83대1… “전기·수소차 사업 ...",
3,세아메카닉스,[2022년 3월 공모주 일정] 세아메카닉스·보로노이·지투파워 수요예측 경쟁률...,
4,세아메카닉스,[주린이의 공모주] 플러스 사이즈 여성 패션 vs 전기차·디스플레이 부품,
5,세아메카닉스,[이번 주 증시 캘린더] 유일로보틱스 18일 코스닥 상장,
6,세아메카닉스,"[유통 이슈] 한국솔가, 20일까지 GS샵 브랜드위크 진행 外",
7,세아메카닉스,[장외주식] 비씨켐 사흘 연속 상승,
8,세아메카닉스,오늘의 증시 일정 (3월 15일),
9,세아메카닉스,오늘의 증시 메모[3월 15일],
0,비플라이소프트,'수소 테마' 범한퓨얼셀·'미디어 빅데이터' 비플라이소프트 일반청약,
1,비플라이소프트,"이번주 공모주 청약, 범한퓨얼셀·비플라이소프트 2개사",
2,비플라이소프트,"IPO 열기 돌아올까…이번주 빽빽한 '공모주 일정', 눈여겨볼 기업은?",
3,비플라이소프트,[6월 공모주 일정] 범한퓨얼셀·위니아에이드·레이저쎌 등 공모가·수요예측...,
4,비플라이소프트,"[증시캘린더]보로노이, 기관투자자 대상 수요예측",
0,포바이포,포바이포 공모가 1만7천원 확정…19∼20일 일반 청약,
1,포바이포,"[증권소식] 신한금융투자, IRP 1분기 수익률 3개 부문 '1위'/마스턴프리미어리...",
2,포바이포,IPO 시장 다시 불붙을까?...5월 SK쉴더스·쏘카·컬리 대형주 출격,
3,포바이포,[이번주 증시 캘린더] FANG·수자원 인프라·美 반도체 지수 추종하는 ETN·E...,
4,포바이포,한국산업단지공단-(사)산업클러스터학회 2022년 제1차 산업혁신포럼 공동 개최,
5,포바이포,[장외주식] 퓨쳐메디신 반등,
6,포바이포,오늘의 증시 일정 (4월 19일),
7,포바이포,"[오늘의 금융투자보험家] 우리자산신탁, 헌혈 독려 나서…1천만원 상당 헌혈 ...",
8,포바이포,"[생활경제뉴스] BAT, '글로 프로 슬림' 할인 행사 外",
9,포바이포,오늘의 증시 메모[4월 19일],
0,넥스트칩,"넥스트칩, 공모주 청약 시작… 자율주행차 영상인식 반도체 기술 '주목'",
1,넥스트칩,[시그널] 넥스트칩 '소부장+실적' IPO 흥행 공식 통했다,
2,넥스트칩,"[특징주]앤씨앤, 물적분할한 넥스트칩 수요예측 흥행에 강세",
3,넥스트칩,"[알려株5] 넥스트칩, 차량용 카메라 관련 SoC 업체",
4,넥스트칩,"[증권소식] 코람코, 강남역 '에이플러스에셋타워' 매입/넥스트칩, 공모가 최상...",
5,넥스트칩,"[장외시황] 넥스트칩, 공모주 청약 진행…현대오일뱅크 5주 최고가",
6,넥스트칩,오늘의 증시 일정 (6월 22일),
7,넥스트칩,"전문가도 손놓은 증시…""그래도 피난처 있다"" [증시프리즘]",
8,넥스트칩,"[주린이의 공모주] ""자동차의 눈 책임진다""…기관이 앞다퉈 사려했던 그 기업...",
9,넥스트칩,"[리턴즈 고래 삼총사] 연저점 또 깨진 증시, 고래 방어 전략 공개!",
0,비플라이소프트,비플라이소프트 공모가 1만원 확정…9∼10일 일반청약,
1,비플라이소프트,"[시그널] 비플라이소프트, 공모가 1만원…최저 희망가보다 40% ↓",
2,비플라이소프트,"비플라이소프트, 수요예측 결과 '저조'…공모가 1만 원 확정",
3,비플라이소프트,"비플라이소프트, 공모가 1만원…경쟁률 111대 1",
4,비플라이소프트,"'코넥스→코스닥' 비플라이소프트, 공모가 1만원 확정",
5,비플라이소프트,"비플라이소프트, 공모가 1만원...밴드 하단 40% 하회",
6,비플라이소프트,"비플라이소프트, 실적 턴어라운드 신호에도 주가 부진…저평가 매력 부각",
7,비플라이소프트,"범한퓨얼셀 공모주, 청약 '시작'",
8,비플라이소프트,오늘의 증시 메모[6월 9일],
9,비플라이소프트,얼어붙은 IPO 시장…하반기 반등 나설까 다시 '관심',
0,세아메카닉스,"세아메카닉스, 청약 경쟁률 2475.9대 1 '코스닥 상장 예정일은?'",
1,세아메카닉스,"세아메카닉스, 공모주 청약 경쟁률 2475.87대 1… 증거금 9조 1082억원 집계",
2,세아메카닉스,"세아메카닉스, 청약 증거금 9조 몰려...경쟁률 2476대 1",
3,세아메카닉스,[3월 공모주] 세아메카닉스 청약경쟁률 2475대 1...균등배정·공모가·수요예...,
4,세아메카닉스,공모주 혹한기에 양극화 심화···'대박' 아니면 '쪽박',
5,세아메카닉스,'대박' 아니면 '쪽박'…양극화되는 공모주 시장,
6,세아메카닉스,"올해 IPO 시장 찬바람, 공모가 산정방식 바꿔야",
0,지투파워,"내달 1일 상장 앞둔 지투파워, 공모가 1만6400원 확정",
1,지투파워,"지투파워 ""Q클래스급 수배전반 연내 출시 준비""",
2,지투파워,"[클릭 e종목] “지투파워, 신재생에너지 증가 수혜 기대”",
3,지투파워,"지투파워, Q클래스급 수배전반 제품출시 준비",
4,지투파워,[이번 주 증시 캘린더] 세아메카닉스·공구우먼 코스닥 입성…엔에스쇼핑은 상...,
5,지투파워,"[금일 증권업계 주요기사]LG에너지솔루션, 1.05%↑ 시총 2위 탈환...국내 증권...",
6,지투파워,[장외주식] 솔젠트 사흘 연속 상승,
7,지투파워,오늘의 증시 일정 (3월 22일),
8,지투파워,"'공모철회에 수요예측도 썰렁'···IPO 시장 침체, 언제까지?",
9,지투파워,오늘의 증시 메모[3월 22일],
0,세아메카닉스,"공구우먼 세아메카닉스 공모주시장 출격, 유일로보틱스 흥행 이어갈까",
1,세아메카닉스,[3월12일자] 비즈니스포스트 아침의 주요기사,
0,넥스트칩,"넥스트칩, 공모가 최상단 초과한 1만3000원 확정",
1,넥스트칩,이번주 공모주 청약...넥스트칩·삼성스팩6호 등 2개사,
2,넥스트칩,"[속보]넥스트칩 공모주 청약 일정, 공모가·상장일·경쟁률 '한 눈에'",
3,넥스트칩,[이번주 증시 캘린더] 6조 '뭉칫돈' 레이저쎌 신규 상장…넥스트칩 청약 돌입,
4,넥스트칩,[6월 공모주 일정] 넥스트칩 공모가 확정 앞두고 수요예측 '재조명',
5,넥스트칩,[6월 공모주 일정] 넥스트칩 21~22일 청약 시작...공모가·상장일·주관사는?,
6,넥스트칩,"넥스트칩, 공모가 1만3,000원 확정…일반 투자자 21일부터 청약",
7,넥스트칩,"""대만 반도체 산업 '국가 안보'로 육성…TSMC의 성장 비결""",
8,넥스트칩,오늘의 증시 메모[6월 21일],
9,넥스트칩,"[더벨]엘엑스운용, 일임업 진출…공모주 시장 겨냥",
0,에이치피에스피,"'반도체 공정' 에이치피에스피, 수요예측… 7월 코스닥 입성",
1,에이치피에스피,"[장외시황] 에이치피에스피, 수요예측 진행… 노바셀테크놀로지 사상 최저가",
2,에이치피에스피,바이오·플랫폼 떠난 IPO시장··· '소부장' 기업이 채운다,
3,에이치피에스피,[오늘의 증시] 대유에이텍ㆍ원익피앤이ㆍ휴젤 등,
0,영창케미칼,"영창케미칼, 공모가 1만8천600원 확정",
1,영창케미칼,"영창케미칼, 공모가 상단 1만8600원에 결정",
2,영창케미칼,"영창케미칼, IPO 흥행 '청신호'…공모가 1만8600원",
3,영창케미칼,"영창케미칼, 공모가 상단 1만8600원 확정",
4,영창케미칼,"영창케미칼, 공모가 상단 1만8600원 확정…1616대 1 경쟁률 기록",
5,영창케미칼,"영창케미칼, 공모가 상단 1만8600원 확정… 1616대 1 경쟁률 기록",
6,영창케미칼,"영창케미칼, 공모가 상단 1만8600원 확정… 1616대 1 경쟁률 기록",
7,영창케미칼,"영창케미칼, 공모가 상단 1만8600원...경쟁률 1616대 1",
8,영창케미칼,"[더벨]'수요예측 흥행' 영창케미칼, 공모가 상단 1만8600원",
9,영창케미칼,"영창케미칼, 7월 상장…공모가 상단 1만8,600원 확정",
0,넥스트칩,[6월 공모주] 보로노이·위니아에이드·레이저쎌·넥스트칩 공모가·상장일·...,
0,레이저쎌,"레이저쎌, 청약 경쟁률 1845대 1 기록",
1,레이저쎌,"[카드] 레이저쎌, 청약 경쟁률 1845.11:1 기록",
2,레이저쎌,"레이저쎌, 일반 청약 경쟁률 1845대 1…증거금 5조9043억",
3,레이저쎌,"레이저쎌, 증시 위축에도 IPO 흥행…청약 증거금 6조원 육박",
4,레이저쎌,"레이저쎌, 청약 경쟁률 1845.11:1…이달 24일 코스닥 입성",
5,레이저쎌,"레이저쎌, 청약 증거금 5조9043억...경쟁률 1845대 1",
6,레이저쎌,"레이저쎌, 일반 청약 경쟁률 1845 대 1…증거금 5.9조 몰려",
7,레이저쎌,"레이저쎌, 청약 경쟁률 1845.11대1…증거금 5.9조",
8,레이저쎌,공모주 청약 '극과 극'…위니아에이드 '선방'·보로노이 '부진',
9,레이저쎌,"[IPO 빙하기] 기업가치·구주매출 낮추기…""일단 상장하자""",
0,레이저쎌,"약세장에서도 6조 '뭉칫돈'… 레이저쎌, 청약 경쟁률 1845대1",
